Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
DougSco26903450, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 10:46:34,2
Jo_Kwanghee_07," : Join us 7pm this Wednesday for Mayors Community Awards 2021
Nominees for South Cork are:
Rob O'Brien
Paul Byrne 
Aisling Cl…","Bay Area, CA",USA,None,2021-03-23 10:46:35,2
Vote_4_Sickular," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",,None,None,2021-03-23 10:46:35,3
EdgarJordanDBA, : Yaani they are already selling covid-19 Vaccines. Who bewitched this country. Hawawezi ngoja? ,"Grimesland, NC",None,None,2021-03-23 10:46:35,4
Eleanortmoore,"Covid Versus the Flu, Revisited: 'This very steep increase was primarily driven by deaths in nursing homes (solid v… ","Cork, Ireland",None,None,2021-03-23 10:46:36,2
Sharsp1Shar," : Eight Persistent COVID-19 Myths and Why People Believe Them
From a human-made virus to vaccine conspiracy theories, we roun…",,None,None,2021-03-23 10:46:35,2
felloreal," : A lockdown defender during her decorated career with the #USWNT, Dr. _BVH is now on the frontlines of the fight against C…",Kenya,None,None,2021-03-23 10:46:36,2
swshipman,No change to website. In 60-64 available in the test areas from three weeks ago. Can’t register otherwise.,"Cohasset, MA",None,None,2021-03-23 10:46:36,2
collectables66, : It’s #InternationalDayAgainstRacism &amp, a good opportunity to reflect on racialised health inequalities. These were highlighte…,"Brisbane, Queensland",None,None,2
DyingToRace, _hamon: Best practices on : COVID-19 Analytics on #InterSystemsIRIS. #Analytics #CSV #Docker #GCP #GoogleCloud #Cl…,"New Delhi, India",IND,None,2021-03-23 10:46:37,2
centraljunior," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Central Canada,CAN,None,2021-03-23 10:46:37,3
marjojo2004," _kalerqui: PH DAILY COVID-19     GOVERNMENT 
RECORD  HIGH              RESPONSE ",GBR,GBR,None,2021-03-23 10:46:37,2
periscopeislit," : Speaking to India Today TV, Nawab Malik said that the BJP’s claims that Anil DeshmGBRh held a press conference or met police…",,None,None,2021-03-23 10:46:38,3
ansssleyy," : Ontario restaurant workers will get COVID-19 vaccine in Phase 2, officials now confirm   …",,None,None,2021-03-23 10:46:38,2
blueflame_86," : Breaking News: U.S. officials said AstraZeneca might have included outdated information from its Covid-19 vaccine trial, provi…",Republic of the Philippines,None,None,2021-03-23 10:46:39,3
FerozeJGandhi,"Baba be like “you chop my oil, so you must chop my pepper too” ",,None,None,2021-03-23 10:46:40,3
therealden78," : Racism is not just in the US, it's very much in Ireland too. Help people of colour like me combat the hate.

Many thanks t…",,None,None,2021-03-23 10:46:40,2
DonShlonzo, : A Dominican priest-scientist is planning to test his Covid-19 vaccine—the first to be developed by a Filipino—at the Un…,,None,None,2021-03-23 10:46:40,0
OluHappinesss,"Four cosmonauts shortlisted for Gaganyaan, India's spacemission, completed trg in Russia.
Project to be launched in… ",Nigeria,None,None,2021-03-23 10:46:40,0
greentea4mile," : As we mark a year since the initial Covid-19 lockdown, put 20 mins aside to watch  #GreenwoodDreams - a br…","Cork, Ireland",None,None,2021-03-23 10:46:40,2
yangerski," : AstraZeneca Covid-19 vaccine effective, US study finds ",,None,None,2021-03-23 10:46:41,2
PKRoyIAF,"  
CUMULATIVE COVID-19 VACCINATION
DOSES ADMINISTERED",,None,None,2021-03-23 10:46:41,2
mca_debbie, : . tells us that vaccine certificates would be discriminatory as there are a whole series of legitimate reaso…,,None,None,2021-03-23 10:46:42,2
BravinYuri,"How can someone be still so stupid on March, 2021?","Nairobi, Kenya",None,None,2021-03-23 10:46:43,3
itsmebuc," : Private sector, thank you!",,None,None,2021-03-23 10:46:44,0
jadenozzz," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Bath, England",GBR,None,2021-03-23 10:46:45,3
galo__vasco,"Regeneron Covid-19 Antibody Drug Reduced Risk of Hospitalization, Death by 70% in Late-Stage Trial ",Brazil,BRA,None,2021-03-23 10:46:46,2
markisaur, : A recap of major milestones and achievements of the Government &amp, People of Pakistan in the past year despite the chall…,Silay,None,None,2
Astathe1_," : More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…",London,GBR,None,2021-03-23 10:46:47,1
JohnLothian," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…",Chicago,None,None,2021-03-23 10:46:47,1
PakinChengdu, : Is that Murdoch’s rags can’t - or won’t - break stories like this? ,"Sichuan Province, P.R. China",None,None,2021-03-23 10:46:47,4
rhammer," : ‼HELP ‼

Not SB19 related, but I just want to help my close friend dahil nag positive sa Covid-19 and naka confine Papa…","Traverse City, Michigan",None,None,2021-03-23 10:46:48,2
SarahTa27857469," : More producers of COVID-19 vaccines should follow AstraZeneca’s lead and license technology to other manufacturers, the World…","South East, England",GBR,None,2021-03-23 10:46:48,4
jfranklynh,News18 Evening Digest: Cabinet Approves Covid-19 Vaccinations for Those Above 45 Years From April 1 and Other Top S… ,,None,None,2021-03-23 10:46:48,2
sb19ever,"During HPAAC Town hall meeting, Dr. Anna Ong-Lim says there might be a relation between COVID-19 variants and spike… ",,None,None,2021-03-23 10:46:49,2
justindian11,Covid-19 vaccine for everyone a:46:50,,None,None,2021-03-23 10:46:49,2
KalaUsdadia,Several NH Schools Closed Due To Teacher Absences After COVID-19 Shot – CBS Boston ,"Gujarat, India",IND,None,2021-03-23 10:46:49,2
cnnphilippines," : Please join us in a minute’s silence at noon, honouring those lost to Covid-19 this year. We’d also like to hear from y…",Philippines,None,None,2021-03-23 10:46:49,0
INDdotNews," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:46:50,3
HerrTinnbart," __vasco: How can someone be still so stupid on March, 2021? ",Wörtersee,None,None,2021-03-23 10:46:50,3
wonderi39063030," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",Australia,AUS,None,2021-03-23 10:46:50,3
WhiteWingedDov," : The ""NCR Plus"" COVID-19 ""bubble"" (2021) reminds me of this scene from the Simpsons Movie (2007). ",,None,None,2021-03-23 10:46:51,2
unisonscot," : Covid-19 in Maharashtra: CM Thackeray favours lockdown in some cities if cases keep rising, says Tope
…",Scotland,None,None,2021-03-23 10:46:51,2
_AlanaNicole1,Calling all LBU undergrads. We have 100 Mastercard vouchers of £20 to give away. Take part in our COVID-19 survey t… ,"Augusta, Georgia ",None,None,2021-03-23 10:46:51,2
bright_oparaji, : A recap of major milestones and achievements of the Government &amp, People of Pakistan in the past year despite the chall…,Liverpool ,None,None,2
bonlessbangus, No one is wondering why life is back to normal in China while the government is far from even trying to va… ,Ph,None,None,2021-03-23 10:46:51,2
IahRoque, : CMO urges people to get tested for COVID-19 -  ,Upper East Side,None,None,2021-03-23 10:46:51,2
Jaihind46881582, : REMINDER: Our Assessment Centres are no longer testing individuals who are travelling outside of Canada and require a CO…,,None,None,2021-03-23 10:46:52,2
nic_gridley," 11:15-New COVID-19 record set in Hungary with 252 deaths.
Hungary recorded 252 coronavirus-related deaths o… ",The north ,None,None,2021-03-23 10:46:52,2
AAhmed991," : 'The numbers are slowly going up,' Ontario's chief medical officer of health says as the province logs nearly 1,700 new COVID-19…","کراچی, پاکستان",None,None,2021-03-23 10:46:52,2
raoult_dj," : Regeneron Covid-19 Antibody Drug Reduced Risk of Hospitalization, Death by 70% in Late-Stage Trial ",Ashburn,None,None,2021-03-23 10:46:53,2
makoto_au_japon," : On the first anniversary of a nationwide lockdown, India is grappling with a resurgence in Covid-19 infections. …",#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:46:53,2
NFRotarySunrise," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…",,None,None,2021-03-23 10:46:53,2
tortura131,"84 new COVID-19 cases, one more death in Interior Health over the weekend – Keremeos Review - Keremeos Review has b… ","Cataluña, España",None,None,2021-03-23 10:46:53,2
therealden78, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,,None,None,2021-03-23 10:46:53,0
bright_oparaji,No words for this. It’s like covid is the only thing that matters. Nearly a year I’m waiting for a scan! ,Liverpool ,None,None,2021-03-23 10:46:53,2
lifeisgoodtake2," : Join the International Adolescent health week; This year’s theme - “Adolescent Resilience in the Face of a Pandemic”, cel…","London, England",GBR,None,2021-03-23 10:46:54,2
Nydon,"Some Cameroonians will be dragging UNICEF's name to the mud. Check on FB to see how and why. 

UNICEF is not saying… ",Cork ,None,None,2021-03-23 10:46:54,2
canadanewsmedia,PLEASE are people expecting to get diabetes from 2 donut?? You must be joking ,"Toronto, Ontario",CAN,None,2021-03-23 10:46:55,2
mchllbrdr, _: Twelve children and eight staff have tested positive for Covid-19 at a creche in Tullamore. That is frightening and hi…,,None,None,2021-03-23 10:46:57,2
eoinser," : We should be dealing with the COVID-19 pandemic but no, dictators of the region saw the timing as an opportunity to se…","Dublin,  Ireland",None,None,2021-03-23 10:46:58,2
_gabrieloke,Exposure to air pollution increases susceptibility to severe COVID-19 and creates a pre-inflammatory state in patie… ,"Abuja, Nigeria",None,None,2021-03-23 10:46:58,2
patranchia,"Please encourage loved ones eligible for the COVID-19 vaccination to arrange an appointment for their first dose, i… ","Sud-Ouest, Cameroon",None,None,2021-03-23 10:46:58,2
B4KUC4T,Building On Partnerships Forged During Covid-19 Pandemic #Wales ,"cry for me, bitch",None,None,2021-03-23 10:46:59,2
Roisinking123, Preparation of a COVID-19 vaccine that can be given in tablet ,Dublin,None,None,2021-03-23 10:47:00,2
KyawZin60779219," : COVID-19 Update: One death, eight new cases, 28 recoveries -  ",,None,None,2021-03-23 10:47:00,2
aidisys," _CRM: For several months, experts have highlighted the true cause behind the COVID-19 pandemic, namely the incorrect use of PCR test…",,None,None,2021-03-23 10:47:00,2
ENHertsCCG," : More producers of COVID-19 vaccines should follow AstraZeneca’s lead and license technology to other manufacturers, the World…","East & North Hertfordshire, GBR",GBR,None,2021-03-23 10:47:00,4
NewsDotWales, : That is called Medical Martial Law and goes against everything in the Nuremberg Code. Watch trained and skilled staff lea…,Wales,None,None,2021-03-23 10:47:01,2
HelpHumanity1st, _ROWCA: Abraham Kanneh is a national UN Volunteers in  serving with the Resident Coordinator’s Office. He shares his  exp…,,None,None,2021-03-23 10:47:01,2
makoto_au_japon, : The pink countries are prolonging the pandemic by blocking a proposal to waive some intellectual property rules for Covid-…,#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:47:01,2
NoDirectAction," : ""The CAZ must reinvent itself if it is going to adapt to the losses and changes caused by Covid-19 and new ways of working."" T…","Sydney, Australia",AUS,None,2021-03-23 10:47:01,4
KLEITCH," : So excited to launch our newest study for the #IBD community—have you received a #COVID19 vaccine? If so, you may be able to t…",Virtually Anywhere,None,None,2021-03-23 10:47:02,0
Fiery_Archer,"Months ago a couple, both doctors in GBR, both with family still in India, said that Ivermectin was working on that… ",United Kingdom,GBR,None,2021-03-23 10:47:02,4
IMMUNED2," : ""Nobody knows until when Covid-19 is going to wreak6
1374311737936121862,Himanshii7, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive - Times of India …,,None,None,2021-03-23 10:47:06
1374311738074673155,georgeswatti_, : What is your opinion on a Nairobi court's decision to punish those who flout Covid-19 regulations with manual labour?",PARADISE,None,None,2021-03-23 10:47:02,3
corinneintexas,None,"Austin, TX",None,None,2021-03-23 10:47:03,4
LSEGovernment, : How the COVID-19 pandemic is affecting every state: Latest updates.  ,"London, GBR",GBR,None,2021-03-23 10:47:03,2
Ostiqueltd,"It's UP TO YOU to limit your movements, to stay home if possible, to properly mask up all the time you are out in p… ","City of London, London",GBR,None,2021-03-23 10:47:03,4
SarahBa45393329, : REGIONAL: Weekend lockdowns to help curb COVID-19 spread -  ,United Kingdom,GBR,None,2021-03-23 10:47:05,2
rosend7sarabia," : WATCH LIVE: Ontario's top doctors provide update on COVID-19 
",,None,None,2021-03-23 10:47:05,2
MachonaTawanda," _unheard: This is illegal. Challenge in the courts will be coming. And, if the courts give this the green light (unlikely, but pos…","Harare, Zimbabwe",None,None,2021-03-23 10:47:05,2
EikeSF, : Tests showed the Pfizer and Moderna vaccines were 95% effective in protecting against symptomatic COVID-19 after two doses. http…,"Presidente Epitácio, Brasil",None,None,2021-03-23 10:47:05,2
_flanders,"The project is studying the impact of COVID-19 on teacher education.

Here is the survey link along with a project… ",,None,None,2021-03-23 10:47:05,4
rainnejoie," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…",,None,None,2021-03-23 10:47:06,2
Himanshii7, : BREAKING: Occidental Mindoro recorded its first case of the more infectious COVID-19 variant first detected in South Af…,,None,None,2021-03-23 10:47:06,2
georgeswatti_, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 10:47:06,2
Eagleeye47," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",,None,None,2021-03-23 10:47:06,3
SiphoMalunga,False cause fallacy,wherever injustice exists ,None,None,2021-03-23 10:47:07,1
makoto_au_japon, : If the Covid-19 Vaccines interview for a job  ,#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:47:07,2
therealden78," : As COVID-19 vaccinations rise, we wonder how much longer will the pandemic last?  

Unfortunately, it’s unlikely enough people…",,None,None,2021-03-23 10:47:08,2
